,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h","gas_feed actual liquid flow, m3/h","gas_feed actual vapour flow, m3/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"gas_feed Methane mass flow, kg/h","gas_feed Ethane mass flow, kg/h","gas_feed Propane mass flow, kg/h","gas_feed i-Butane mass flow, kg/h","gas_feed n-Butane mass flow, kg/h","gas_feed i-Pentane mass flow, kg/h","gas_feed n-Pentane mass flow, kg/h","1 temperature, C","1 pressure, kPa","1 mass flow, kg/h","1 Methane mass flow, kg/h","1 Ethane mass flow, kg/h","1 Propane mass flow, kg/h","1 i-Butane mass flow, kg/h","1 n-Butane mass flow, kg/h","1 i-Pentane mass flow, kg/h","1 n-Pentane mass flow, kg/h"
277226,-17.0,4559.0,15894.0,14.299928646292257,172.24096438235028,0.4845590251913245,0.0938399902986512,0.0623373921084984,0.1158964121585814,0.22953591511534,0.0057784976102967,0.0080527675173076,7701.581146390911,1491.4928058067621,990.7905101724737,1842.0575748484928,3648.243834843214,91.84344101805574,127.990686920087,-17.0,4559.0,8548.1025417818,6770.209199388942,853.2324773781442,277.6007912521303,260.08108666080904,378.12371965399257,4.339619378493268,4.515648069286521
319837,2.0,4358.0,19935.0,14.915981130615332,279.36266572352235,0.5065828905049677,0.0225198791082105,0.0502752167105072,0.1919143586331037,0.2037533108607888,0.0134376817613742,0.0115166624210478,10098.729922216531,448.9337900221763,1002.2364451239611,3825.812739350922,4061.8222520098248,267.88018591299465,229.58466536358787,2.0,4358.0,12142.128332876317,9372.697058088123,327.5255629218138,462.0015986621168,1053.1295358934592,877.5431569380085,29.473754857924227,19.75766551486662
275136,-5.0,4645.0,16246.0,11.979706908795348,192.07872448466944,0.4537531381168772,0.1883633472219364,0.1337503650495271,0.146060771706612,0.0566922033631162,0.0167227902005394,0.0046573843413914,7371.673481846787,3060.150938967579,2172.908430594617,2372.9032971456186,921.0215358371858,271.6784495979631,75.66386601024469,-5.0,4645.0,10577.12658614455,6691.041508983637,2113.6486973264964,933.0914979149358,614.5462933291877,188.98354148481712,29.34414066814687,6.4709064373257545
616416,-9.0,4109.0,14532.000000000002,8.391860150583007,223.6914744357857,0.5067389741448971,0.1816876219730172,0.0850557534885658,0.0581658201741625,0.1408683433018805,0.0094117409986863,0.0180717459187905,7363.930772273646,2640.2845225118863,1236.0302096958383,845.2656987709295,2047.0987648629277,136.77142019290935,262.6186116918636,-9.0,4109.0,10285.49248891251,6933.298957371036,2002.1240546269628,601.924539201946,245.90555597385273,463.69349097150666,15.539459402874614,23.00643136432986
456831,-9.0,4409.0,25235.0,24.2959670784222,272.0549796321901,0.4368142597035006,0.0877668136638436,0.0585390229379482,0.1295311906894215,0.2691512778464182,0.0039623838960818,0.014235051262786,11023.007843617837,2214.795542807093,1477.232243839123,3268.719597047552,6792.032496454362,99.99075761762421,359.2215186164047,-9.0,4409.0,12657.471130233114,9664.53881532887,1282.0019571324788,432.2633135881852,494.4838932705063,764.6640370755557,5.24748005745899,14.271633780053378
400745,-5.0,4428.0,22046.0,22.824400695324822,215.99894215371307,0.3819203740561555,0.1541762165459085,0.0802733767331009,0.0648535477395039,0.2963158702301062,0.0099091400849287,0.0125514746102958,8419.816566442003,3398.9688699710987,1769.7068634579425,1429.761313465103,6532.579675092921,218.45690231233812,276.70980925858123,-5.0,4428.0,10569.542307423766,7217.499763530895,1882.6717517171096,499.0409387388291,213.14773449356784,733.8959364306479,11.803933000612805,11.482249512101575
28501,9.0,3525.0,23133.0,15.620247746489236,428.3427561289813,0.4860325951533294,0.0160827831743746,0.0711439559974512,0.1532963368271015,0.2509664189161215,0.0138991607299347,0.0085787492016869,11243.392023681969,372.04302317280764,1645.7731340890386,3546.204159821339,5805.606168786639,321.52928516557944,198.45220528262305,9.0,3525.0,14819.980244630422,10682.488442552843,296.4216979115587,906.0812586021839,1238.706662084989,1626.102727810394,47.17344485800018,23.006010810444938
247958,-19.0,4881.0,28255.0,17.39131028213094,343.80625588450664,0.5632216543176702,0.1637433132316257,0.0705804781588123,0.0708048204902236,0.0949033519841883,0.0153887735686183,0.0213576082488613,15913.827842745774,4626.5673153595835,1994.2514103772414,2000.5902029512679,2681.4942103132403,434.80979718131005,603.459221071576,-19.0,4881.0,19742.92853408528,14653.54779082321,3224.45322391714,825.4633148470508,473.23135291469043,485.8612540874431,38.99843056291593,41.373166932822
554636,8.0,4491.0,26294.0,6.35842563239224,447.1480851014829,0.5144439298907271,0.2250843671183376,0.081799921302959,0.0686240413907637,0.086943603666807,0.0173777215703992,0.0057264150600061,13526.788692546777,5918.368349009569,2150.847130740004,1804.4005443287406,2286.0951148150234,456.92981097207655,150.5703575878004,8.0,4491.0,23202.830180987025,13247.191986871096,5444.0974517025525,1725.0657726591865,1190.6128061130653,1354.1400565051226,188.3004978715872,53.42160926440856
65171,-10.0,4609.0,21589.0,18.98352511172144,241.77384362337173,0.4818094246810646,0.0582199787894859,0.117660314889132,0.2819418599814172,0.0511400089913302,0.0047496835155875,0.0044787291519822,10401.783669439503,1256.911122086211,2540.168538141471,6086.842815138815,1104.0616541138277,102.54091741801854,96.69128366214372,-10.0,4609.0,12109.051721513606,9230.14632031125,774.5654126448155,846.5347419876346,1095.241703244726,150.94406221037255,6.740189839759504,4.879291275045287
86194,-10.0,4339.0,13680.0,12.755088109111734,153.8555436941742,0.4472282259643899,0.0806746411189848,0.1250968255916814,0.1945515411818713,0.1372538373511828,0.011330040748785,0.0038648880431045,6118.082131192854,1103.6290905077121,1711.3245740942014,2661.4650833679993,1877.6324949641805,154.9949574433788,52.87166842966956,-10.0,4339.0,7218.452817929647,5387.932287005182,652.2259483240455,521.0102267088702,422.92624414475847,223.474899015745,8.642116166718468,2.241096564323274
377605,-23.0,4413.0,26076.0,23.95748940860684,287.7372049416861,0.5107176730916103,0.0163081536800665,0.0979068457510254,0.10343611385788,0.2583327033125694,0.008941296501886,0.0043572138049619,13317.474043536831,425.251415361414,2553.0189098037386,2697.200104958079,6736.2835715785595,233.1532475831793,113.6187071781865,-23.0,4413.0,13361.653544773671,11670.085037357152,229.09251569053106,611.4013519903709,302.6708102994678,537.5939619483645,7.982156583243946,2.827710904540318
157241,-2.0,4763.0,23320.0,16.929814732203646,294.91971902213584,0.5152673834879199,0.0660695169891745,0.0745104948185133,0.0807879869025051,0.2475357258609724,0.0106867323656664,0.0051421595752482,12016.035382938291,1540.7411361875493,1737.58473916773,1883.975854566419,5772.533127077876,249.21459876734048,119.91516129478802,-2.0,4763.0,14686.054350270144,11072.3872233208,1099.2993381014408,773.6077527106634,501.20379830840005,1202.7543220377715,26.742558507106423,10.059357283956192
561280,-25.0,3843.0,9426.0,5.922880335386309,145.04479419857958,0.5396546736541625,0.1818520689461545,0.0811723882210878,0.1409151210508409,0.0359136764102156,0.0038849032158296,0.0166071685017087,5086.784953864136,1714.1376018864523,765.1309313719736,1328.2659310252263,338.52231384269226,36.61909771240981,156.5391702971062,-25.0,3843.0,6449.539872469495,4713.4066420732825,1161.137395209894,276.30265141863117,244.12881357627666,45.56744314103493,2.1704628285691765,6.826464221804458
352482,10.0,4776.0,28379.0,9.840282891651205,454.8677597727588,0.5751735388984395,0.0268925770916557,0.1640035372658426,0.2014842753569062,0.0042126347087603,0.0157965134392769,0.0124369232391184,16322.849860398814,763.1844452840971,4654.256384067347,5717.922250353641,119.55036039990856,448.28925489323916,352.94744460294106,10.0,4776.0,23581.27407099772,15832.391004107736,678.3979902653142,3448.4504236509265,3311.137891139936,60.865520683380616,149.8903805668441,100.14086058357732
269748,0.0,4528.0,8140.0,4.668029131686198,121.84346707734916,0.5493321545148225,0.0659823177216283,0.0888724387161013,0.0917327746812655,0.1843039003167853,0.0074529526787504,0.0123234613706463,4471.5637377506555,537.0960662540543,723.4216511490646,746.7047859055012,1500.2337485786325,60.66703480502826,100.31297555706088,0.0,4528.0,5752.374040858236,4230.449663340912,423.3541484127734,394.08147703137297,261.33360136864434,421.99949458754224,9.165478250728091,11.990177866260389
293658,-24.0,4709.0,18232.0,20.08189717295632,149.94358175029208,0.433250597600825,0.1629705301483208,0.0333141520698018,0.1572777945856933,0.1907970495444653,0.0176483742619158,0.0047415017889777,7899.024895458242,2971.278705664185,607.3836205366265,2867.4887508863603,3478.6118072946915,321.76515954324884,86.44706061664144,-24.0,4709.0,8272.45831291339,6383.6733086450695,1297.226474182888,111.86237069478943,249.96120632012529,218.90506224188,9.031556364291278,1.798334464343632
557683,-21.0,4635.0,15002.000000000002,16.423019781940923,130.01320159937873,0.4449497467067201,0.0184489250797666,0.0689962632401714,0.1826743529114608,0.2715257560284795,0.0059828701680715,0.0074220858653298,6675.136100094216,276.7707740466586,1035.0819411290515,2740.4806423777354,4073.42939193925,89.75501826140865,111.34613215167768,-21.0,4635.0,6343.314745497067,5526.75288301329,125.76957533619775,195.12095812297588,238.47394094494763,252.59700672547498,2.410108101077885,2.1902732530989564
103370,7.0,3960.0,9311.0,5.912866214757168,141.4665484705099,0.4082087435334999,0.2230741428538055,0.0524739742917944,0.132213249266102,0.155343759067031,0.0173744565932836,0.0113116743944835,3800.8316110404176,2077.043344111783,488.58517463089765,1231.0375639166757,1446.4057406731256,161.77356534006358,105.32300028703587,7.0,3960.0,6356.053994268876,3574.3105176728823,1622.0344550417612,265.8638145117485,436.80856080825083,417.9154318517627,25.682399831411498,13.438814551057213
130811,-6.0,3524.0,20755.0,16.783852028987884,325.8891471671548,0.4445642844136558,0.1088956956832266,0.0307831534106997,0.1436568056828918,0.257949555133198,0.0073445716493681,0.0068059340269596,9226.931723005426,2260.130163905368,638.9043490390723,2981.5970019484193,5353.7430167895245,152.43658458263494,141.25716072954648,-6.0,3524.0,11786.90370191417,8526.062961462629,1553.7427535557135,246.48967646325363,614.8442880341203,827.3516376802141,10.838963870702232,7.573420847535517
595258,4.0,3988.0,12790.0,5.455132109615174,237.56842989542287,0.5467496697606289,0.0967491658497902,0.0549294117773134,0.2314943271530691,0.0462772711710776,0.0071023614592363,0.0166977928288841,6992.928276238444,1237.4218312188166,702.5471766318384,2960.812444287754,591.8862982780824,90.83920306363227,213.56477028142763,4.0,3988.0,9991.215680391424,6760.524170867511,1066.6527972891572,469.07143186426947,1400.1624777813063,234.5761180956676,20.731031407482288,39.49765308602885
494131,3.0,3836.0,11312.0,2.776351953898232,244.16899111560213,0.5932175564320856,0.118318941654437,0.0760278854524793,0.1130469795703093,0.0753240535522143,0.0137580207130209,0.0103065626254534,6710.4769983597525,1338.4238679949913,860.0274402384458,1278.787432899339,852.0656937826482,155.63073030569242,116.58783641912885,3.0,3836.0,9871.209467731886,6597.134155492542,1236.0902815600784,680.8759277821083,800.8658455921366,467.55341237993855,54.64931114735914,34.04053377772156
188562,-11.0,4099.0,28784.0,18.089704075758625,439.30939046533456,0.5280524023580583,0.1171489488567071,0.0947783705563793,0.0969029794365676,0.1356683918060823,0.0178677692798235,0.0095811377063815,15199.46034947435,3372.015343891457,2728.100618094822,2789.255360102162,3905.0789897462732,514.3058709504396,275.7834677404851,-11.0,4099.0,19469.571640846472,14230.94993525868,2474.06804056278,1220.9206139426094,712.292611534085,762.9958027301199,48.52695445210356,19.81768236608126
87255,6.0,3710.0,9064.0,1.6593706169011568,201.8189236006156,0.5500925777159861,0.1882161763265268,0.0316344386816742,0.1975618128308366,0.0098240654182683,0.0145725455444983,0.0080983834822094,4986.039124417698,1705.991422223639,286.7345522106949,1790.700271498703,89.04532895118388,132.0855528153326,73.403747882746,6.0,3710.0,8215.50105666273,4924.7844852457665,1613.8513943345831,243.81016850824747,1285.6005523615554,58.02563279215778,60.48635967411251,28.942463746306366
344490,-23.0,4194.0,18990.0,22.260463482004784,163.10013864958927,0.3866943172048203,0.1825657784159475,0.0829430048985715,0.2370499709447029,0.0960554846413521,0.0036234925843573,0.011067951310248,7343.325083719537,3466.9241321188433,1575.0876630238727,4501.578948239908,1824.0936533392764,68.81012417694512,210.18039538160951,-23.0,4194.0,7983.779722959313,5852.003982379633,1426.7984681502678,260.43514399152235,340.40695845578324,98.8784359014445,1.6154478564143087,3.641286224245523
80207,0.0,3661.0,6484.0,5.149620708200015,102.53268998570196,0.4618506556145419,0.0551593960124163,0.0298646974327853,0.2005186388226238,0.223763419091406,0.0148840419712895,0.0139591510549371,2994.6396510046898,357.65352374450725,193.6426981541799,1300.1628541258926,1450.8820093886766,96.50812814184113,90.51113544021216,0.0,3661.0,3727.5652642494942,2784.2941239465663,256.7943877482024,83.52896719532542,316.80476764527106,271.23192167730133,8.669682440638354,6.241413596189206
315231,-4.0,3831.0,18640.0,15.208292916690882,266.444471444087,0.445425542731964,0.0980374780739014,0.0596597421480918,0.2698097025893505,0.1127619207761992,0.0107892553595746,0.0035163583209182,8302.732116523808,1827.418591297522,1112.0575936404312,5029.252856265493,2101.8822032683534,201.11171990247055,65.54491910191524,-4.0,3831.0,10763.11384505996,7611.519956888511,1248.6394666573635,438.2670107433876,1095.021512949903,349.6858055947694,15.982360189172187,3.997732036849849
331743,3.0,4742.0,16675.0,12.317876082094108,198.8550102610922,0.4407656552181556,0.1814922736780333,0.0743758203169465,0.0534549261790026,0.2310660860094901,0.009176867484976,0.0096683711133958,7349.7673007627445,3026.3836635812054,1240.216803785083,891.3608940348684,3853.0269842082475,153.0242653119748,161.22008831587496,3.0,4742.0,10657.0367581481,6726.335007447631,2164.857329454168,575.3373066093062,258.6886974111288,896.2186017582493,19.325766389658586,16.274049077956303
609898,6.0,3858.0,17400.0,10.408799554185682,284.00767747590345,0.4337294771643671,0.1918130473558111,0.081545432489813,0.0534183512181344,0.2243242007433039,0.0061918484956368,0.0089776425329334,7546.892902659988,3337.547023991113,1418.890525322746,929.4793111955386,3903.241092933488,107.73816382408032,156.21098007304116,6.0,3858.0,12132.454506380129,7148.018110581637,2655.4531812070227,793.8896944748866,339.75270986086696,1157.7343656165813,17.424938150965666,20.181506488165496
476019,-17.0,4693.0,19205.0,16.564120313204835,208.68050125942813,0.5020524307800459,0.0909082735173365,0.0868669873657839,0.1587311316692978,0.1419383220534809,0.0138196473192622,0.0056832072947923,9641.916933130782,1745.8933929004477,1668.2804923598796,3048.4313837088644,2725.9254750371006,265.40632676643054,109.14599609648612,-17.0,4693.0,10852.962068888704,8514.54057982267,1030.1909606379538,501.03898339041,473.7701931550965,314.743079611186,14.260922258027046,4.4173500133598385
439983,7.0,4885.0,24389.0,15.988385836214702,305.9909607357216,0.4720369854419175,0.1293338123952884,0.1021350360823523,0.0927257639202529,0.1870457277925869,0.0118847600358605,0.0048379143317412,11512.510037942926,3154.322350508689,2490.97139501249,2261.4886562510483,4561.858255133402,289.8574125146017,117.99189263683613,7.0,4885.0,16618.548604178985,10700.546140950248,2404.089610274442,1325.0089200130008,799.5736720710684,1325.380620348223,48.04579275255015,15.903847769446932
247434,5.0,4272.0,12816.0,4.517274613942793,225.32464865960085,0.5416847187594048,0.1447196832334538,0.0562747615936413,0.1972241624660147,0.0365127191322739,0.0118916462976192,0.0116923085175919,6942.231355620533,1854.727460319944,721.217344584107,2527.6248661644445,467.9470083992223,152.40333895028766,149.8486259614578,5.0,4272.0,10556.076728907346,6740.261056728262,1638.583603116135,517.6500692972874,1363.0588701336258,217.21796440170658,43.699477430658284,35.60568779967172
197809,3.0,4190.0,29294.0,22.792044438413303,395.8943730685074,0.4422977709864007,0.0976890186708159,0.1394056778335469,0.0524761795736181,0.2468873134647974,0.012468255394981,0.0087757840758398,12956.670903275623,2861.7021129428813,4083.749926455923,1537.2372044295687,7232.316960637775,365.2450735405734,257.0778187176511,3.0,4190.0,17732.51824336384,11918.203555048165,2034.5517685929933,1810.0584065308633,406.63995393290963,1502.4722438191961,39.02217474121096,21.57014069849309
69123,8.0,3828.0,9493.0,8.29855288854483,126.79126786884396,0.3683697647450538,0.1537020677282995,0.0452803599689419,0.1770989616167239,0.2412853624584126,0.0091680809390295,0.0050954025435387,3496.9341767247956,1459.0937289447472,429.84645718516543,1681.2004426275598,2290.5219458177107,87.03259235420704,48.370656345812876,8.0,3828.0,5266.037903550933,3185.7193921392363,1010.2393128661339,182.5979585819985,422.09467569842883,452.70049673340185,8.816077774775605,3.8699897569568114
418171,-4.0,4535.0,23066.0,23.6544956188457,232.4221120815336,0.4208923181345905,0.0459151056514717,0.029736827316296,0.1973901439947917,0.2760889494946843,0.0148562744341314,0.015120380974034,9708.302210092465,1059.0778269568461,685.9096588776836,4553.001061383866,6368.2677090443885,342.6748260976749,348.7667075470682,-4.0,4535.0,10695.346979553364,8432.18266068207,604.506448574294,199.94825341178665,695.3546937206597,730.2747909418606,18.60674536887845,14.473386853811492
593200,10.0,3517.0,25477.0,12.107330552429872,513.220240641736,0.4808428374207836,0.110148781631814,0.0680093191350727,0.2402718597793451,0.0754639275129865,0.0132293855975545,0.0120338889224432,12250.432968969304,2806.2605096337256,1732.6734236042473,6121.406171598375,1922.5944812483572,337.045056868896,306.5873880770854,10.0,3517.0,19228.60912701516,11837.040061330963,2418.4477814462516,1159.3467693455655,2909.6929245786964,768.4977980835026,77.87528099329592,57.70851123688232
556536,6.0,4687.0,18056.0,12.933625279741172,225.6333265135876,0.4481365781738309,0.1554757823703617,0.0596980605662797,0.0903624097486905,0.236052890402299,0.0072547878403009,0.0030194908982368,8091.554055506691,2807.2707264792507,1077.9081815847462,1631.5836704223557,4262.170989103911,130.99244924447305,54.51992765856367,6.0,4687.0,11685.318641367448,7464.542323018883,2068.4398227712154,530.5431116530422,513.195053400088,1084.1118169532328,18.347103926097372,6.139409644887792
264642,-22.0,3912.0,13763.0,11.168890279840928,181.2980099385799,0.4749597273598031,0.191862908911036,0.0204121424909106,0.147919083368386,0.1495959472016825,0.0076437037270367,0.0076064869411447,6536.870727652969,2640.6092153425884,280.93231710240264,2035.8103443990965,2058.8890213367563,105.2002943952061,104.68807977097451,-22.0,3912.0,8038.06327947674,5872.536490450961,1580.7667652075597,81.19408516839813,286.1643133970492,209.34454323276825,4.654534153980543,3.4025478660207815
260777,-4.0,4530.0,15423.0,13.697188967509826,171.630831300031,0.4302822704180292,0.1451447361120992,0.0588195339326505,0.1478075156117923,0.2042938044749197,0.008690110095802,0.004962029354707,6636.243456657264,2238.567265056906,907.1736718432686,2279.635313280673,3150.8233464166865,134.02756800755424,76.52937873764606,-4.0,4530.0,8581.508954985267,5901.029154093122,1411.4567174947522,321.6332634968169,452.15002536854763,480.586490678078,10.152637848014987,4.500666005933882
279211,-14.0,3983.0,16725.0,13.365768028243403,227.01310641222503,0.4748039118150382,0.1328400499222658,0.0592663583354561,0.1510507753173038,0.16525094190149,0.0096516552186872,0.0071363074897584,7941.095425106514,2221.7498349498956,991.2298431605033,2526.324217181906,2763.8220033024204,161.42393353254343,119.35474276620924,-14.0,3983.0,9808.656952912435,7220.029875217297,1429.9049799528366,337.31907159355075,445.3425653016725,361.1419507824114,9.602303580120761,5.316206484544984
394107,-15.0,3926.0,9928.0,5.684656786054469,162.57954990330325,0.5465761735253052,0.1327553377935617,0.065759753208549,0.2177172593029544,0.0288886893727218,0.0042358371349304,0.0040669496619773,5426.40825075923,1317.9949936144806,652.8628298544745,2161.4969503597313,286.806908092382,42.05339107558901,40.376676244110634,-15.0,3926.0,7033.321201151286,5113.8454256090035,987.4833519136345,301.29942734195765,566.3019197467186,57.47230630943759,4.003425222136214,2.915345008395232
408170,-17.0,3742.0,28240.0,29.38699300016912,319.36174572988864,0.3973584321010166,0.1168167158700696,0.0845480996641378,0.1759681487966211,0.2102362432445875,0.0114492958564817,0.0036230644670855,11221.402122532709,3298.9040561707657,2387.6383345152517,4969.34052201658,5937.071509227151,323.3281149870432,102.31534055049453,-17.0,3742.0,12850.265119601236,9662.711167636478,1689.8492921406198,532.0366664283058,513.7365483954671,439.34007959348367,10.217663193366809,2.373702213510021
428408,2.0,3765.0,15296.0,9.601343488538332,250.9715605990552,0.4492783237111485,0.1422650976178192,0.1014647260379913,0.2579683112313896,0.016005909936552,0.0152331090570904,0.0177845224080088,6872.1612394857275,2176.0869331621625,1552.0044494771148,3945.883288595335,244.82639838949942,233.00563613725475,272.03205475290264,2.0,3765.0,10443.3974664145,6482.076746653799,1695.8440031078603,822.0842479759116,1314.8960575348146,65.48848642785467,32.73576265865312,30.272162055603655
206063,-15.0,4350.0,7159.0,7.77280958919579,67.8745438621511,0.4162070303798056,0.0578418001054442,0.1235183480693329,0.2142070902764702,0.1642571828465386,0.0077171616174221,0.0162513867049862,2979.6261304890286,414.08944695487503,884.2678538283542,1533.5085592892501,1175.9171719983697,55.24716001912481,116.34367742099622,-15.0,4350.0,3156.3977145008544,2503.07174586947,203.49162863997788,193.58704478681423,161.38565187484562,90.02112255182466,1.8833224963358712,2.957198281584863
98331,8.0,4465.0,19634.0,19.13780535635132,209.01811822963128,0.3757978351621859,0.117731077880091,0.0762375289352566,0.1279562161113482,0.2941967834255747,0.0042662293569518,0.0038143291285916,7378.414695574358,2311.531983097707,1496.8476431148279,2512.2923471302106,5776.259645777734,83.76314719439164,74.89053811076748,8.0,4465.0,10088.17805493257,6510.496488728976,1467.7045820689953,558.4924615100633,548.1150740874949,990.6065993863298,7.465223982509838,5.297625168196609
229040,-24.0,4421.0,17928.0,19.77549233110917,157.7712819185868,0.42698408263684,0.1212965744310452,0.0680048706178137,0.2104997442570404,0.1500065418412303,0.0148751219384852,0.008333064277545,7654.970633513268,2174.604986399778,1219.191320436164,3773.8394150402205,2689.317282129577,266.68118611316265,149.39517636782676,-24.0,4421.0,7897.892608840371,6251.654841435067,951.4916672028476,217.9995509863888,309.6517368949391,157.56489152960248,6.75313297710444,2.7767878144181752
82329,2.0,4595.0,12259.0,11.868486054921773,128.71438071488654,0.4099956165734806,0.095186091612818,0.0387108515726018,0.1542051244072257,0.2783939855875375,0.0113240205980768,0.0121843096482593,5026.136263574299,1166.886297081536,474.55632942852543,1890.4006201081797,3412.831869317622,138.8211685118235,149.36745197801076,2.0,4595.0,6214.421921879183,4427.989242387749,721.0004929567949,164.51111283087644,368.31563704578343,513.3424221836308,10.466216038382651,8.796798435964174
509730,-7.0,4534.0,27438.0,23.31806132644745,322.2230226689076,0.4738133236169205,0.0884346494973869,0.0426266566330364,0.1804893109365958,0.1915974355360115,0.0125992859414648,0.0104393378385837,13000.489973401065,2426.469912909302,1169.5902046972528,4952.265713478315,5257.050436237083,345.6992076619112,286.4345516150596,-7.0,4534.0,15458.076344041912,11691.50816789034,1558.4631792941689,417.4440817988984,968.39831206437,781.6329259052251,24.843122786341752,15.786554302562342
167329,-15.0,3688.0,9649.0,5.1998836822569885,175.54334659085126,0.5616471594351097,0.109430007463568,0.1046391792854535,0.0814001808609626,0.125690435753997,0.011995007752782,0.005198029448127,5419.333441389374,1055.8901420159675,1009.6634409253409,785.430345127428,1212.787014590317,115.73982980659352,50.15578614497742,-15.0,3688.0,6925.515644037601,5154.222044980843,812.1448257059216,483.1263917453131,212.64756712103866,248.68851707200614,11.08599716218375,3.600300250292723
74688,10.0,4817.0,24100.0,9.872292825555627,361.8266113913589,0.5236527151521828,0.1408518945015508,0.0660437618510014,0.1478338085799686,0.0913062815692994,0.013579322537278,0.0167322158087189,12620.030435167606,3394.5306574873744,1591.6546606091338,3562.7947867772436,2200.4813858201155,327.2616731483998,403.2464009901255,10.0,4817.0,19263.345697190474,12149.805476903619,2936.0591749420505,1108.768686972689,1874.4123690143988,1001.7384945290586,94.66002087103145,97.9014739576212
82144,-24.0,3753.0,10648.0,7.092886431122428,162.8210978885333,0.5145483234153624,0.196881622458039,0.0955141640770791,0.0975869128140572,0.0715931481552099,0.0167025202922357,0.0071733087880163,5478.9105477267785,2096.3955159331995,1017.0348190927383,1039.105447644081,762.323841556675,177.84843607172573,76.38139197479757,-24.0,3753.0,7079.650245261695,5051.180797255499,1387.8171775742724,350.8975651784535,180.30854934278227,96.47093553882324,9.86266400141866,3.112556370443992
398862,6.0,4535.0,9508.0,6.418160578495685,126.9292330017821,0.4508021884324608,0.1804914592550568,0.0233296597920198,0.0552512325619598,0.2776718070225116,0.008249829555074,0.004203823380917,4286.227207615837,1716.11279459708,221.81840530252424,525.3287191991138,2640.1035411700404,78.4393794096436,39.969952705758836,6.0,4535.0,6298.142624843404,3991.29482661773,1297.6666997141288,113.85751554650838,173.5770426505978,705.5192602060531,11.520540549793168,4.706739558591509
357086,-3.0,4691.0,24440.0,17.7939006546485,321.8175297502472,0.5373214467251124,0.0381829212286271,0.026507700545571,0.0617594956275635,0.3150570252696651,0.0071053883022251,0.0140660223012355,13132.136157961748,933.1905948276462,647.8482013337552,1509.402073137652,7699.993697590616,173.65569010638143,343.7735850421956,-3.0,4691.0,15069.301041291388,12157.15838936134,667.712684392828,284.3829467100325,387.3785704967758,1528.9003722762004,17.30163916041461,26.466438893795967
294721,-12.0,3559.0,16595.0,10.833511318764408,300.3285501073438,0.5441241834255878,0.0603157518148982,0.0483512992929471,0.1015447501559656,0.2308928411330473,0.0058324145256677,0.0089387596518863,9029.74082394763,1000.9399013682356,802.3898117664571,1685.135128838249,3831.66669860292,96.78891905345547,148.33871642305314,-12.0,3559.0,10705.738272287754,8528.287855010227,740.8564799485077,349.47192979104193,397.27614287419686,673.3598057079209,7.706343371893378,8.779715583965704
296276,-12.0,3826.0,26335.0,25.564131080776875,313.4353415051398,0.397046241881224,0.1561583900515676,0.0865231465840702,0.0359807782706416,0.2991790456945373,0.0167631742984664,0.0083492232194926,10456.212779942034,4112.431202008032,2278.5870652914887,947.5537957573465,7878.880168365639,441.45819515011266,219.87679348533763,-12.0,3826.0,13055.264936904325,9189.352511624355,2325.6548989748644,617.2842356683414,126.80360945925005,769.7360359655315,19.278206335568303,7.155438876411799
18420,-15.0,4429.0,13184.0,12.114319585592828,146.87081486630183,0.4794762028384183,0.0426960111791238,0.1500600160579871,0.1011137648268658,0.1862715951061297,0.0197673170068821,0.0206150929845928,6321.414258221706,562.9042113855681,1978.391251708502,1333.0838754773988,2455.804709879214,260.61230741873356,271.7893859088715,-15.0,4429.0,6911.113076937708,5566.874197323304,323.3603527339351,556.2771672593175,188.28121978683248,254.52091297333843,12.25469934452879,9.54452751645027
157356,-4.0,4577.0,26746.0,15.6400457225463,361.9682119339517,0.4931618563933387,0.1829138912315205,0.1073090522839874,0.1050366012076163,0.0916094207970471,0.0144686533140997,0.0055005247723899,13190.107011096237,4892.214934878247,2870.087912387527,2809.308935898906,2450.1855686378217,386.9786015389106,147.11703556234028,-4.0,4577.0,19188.279203738774,12335.882217350088,3729.285505583178,1479.7655902169429,923.1732178814883,648.0273303389525,55.39624851978794,16.74909384833098
613826,-15.0,4305.0,19151.0,19.273147608409044,198.6337186250812,0.4338659943873495,0.0880349681413225,0.062573247978786,0.1789994525683052,0.2129756057742082,0.0114923723466147,0.0120583588034137,8308.96765851213,1685.957674874467,1198.3402720417305,3428.018516135613,4078.6958261818613,220.0904228100181,230.92962944417576,-15.0,4305.0,9138.970462071964,7161.508492818085,896.5705545544513,295.43153585400756,412.42531552793616,357.6740499776017,8.621932318858802,6.7385810210183426
9769,-17.0,3526.0,19723.0,22.459737922485925,208.6066800171519,0.3555954355169107,0.1016300987312869,0.0918216128479529,0.1701044633861186,0.257744129543989,0.0098932195620497,0.013211040411692,7013.408774700029,2004.4504372771714,1810.997670200175,3354.9703313644172,5083.4874669960955,195.12396942230623,260.5613500398013,-17.0,3526.0,7757.79756410732,5901.148967048422,930.2264802338115,338.80953506488845,279.3785868072306,298.8342984533934,4.767294015517614,4.632402484052441
