,"gas_feed temperature, C","gas_feed pressure, kPa","gas_feed mass flow, kg/h","gas_feed actual liquid flow, m3/h","gas_feed actual vapour flow, m3/h",gas_feed Methane mass frac,gas_feed Ethane mass frac,gas_feed Propane mass frac,gas_feed i-Butane mass frac,gas_feed n-Butane mass frac,gas_feed i-Pentane mass frac,gas_feed n-Pentane mass frac,"gas_feed Methane mass flow, kg/h","gas_feed Ethane mass flow, kg/h","gas_feed Propane mass flow, kg/h","gas_feed i-Butane mass flow, kg/h","gas_feed n-Butane mass flow, kg/h","gas_feed i-Pentane mass flow, kg/h","gas_feed n-Pentane mass flow, kg/h","1 actual vapour flow, m3/h","1 mass flow, kg/h"
336344,-3.0,4289.0,5037.0,4.033762315844937,62.89866088260005,0.4305966421027984,0.1677523014086712,0.1063967553619265,0.1151099222525934,0.1679591093057396,0.0062657638984085,0.0059195056698621,2168.9152862717956,844.9683421954768,535.9204567580238,579.808678386313,846.0100335730103,31.560652756283616,29.8165500590954,62.89866088260005,3043.567880789775
612477,-24.0,4039.0,26556.0,19.668629917308305,360.7373742448513,0.5213607905627261,0.1464750502489164,0.1079313336736817,0.083602304139822,0.1151167798081738,0.0113912480823261,0.0141224934843537,13845.257154183755,3889.791434410224,2866.2244970382912,2220.1427887371133,3057.0412045858634,302.5059840742519,375.03693697049687,360.7373742448513,16576.890574459074
225406,-19.0,3667.0,6086.0,5.384288345338165,82.60098463303521,0.4545339694131823,0.1189278281888496,0.0378295227475435,0.1432715657871958,0.2292406129395002,0.0077965008192761,0.0084000001044521,2766.2937378486276,723.7947623573386,230.23047544154971,871.9507493808736,1395.1583703497984,47.449503986114344,51.12240063569548,82.60098463303521,3214.4517471692734
115341,-3.0,4390.0,13732.0,5.141835016284063,226.77253098859896,0.5526032627624456,0.1747043260467154,0.0865366378841363,0.0615026487577677,0.1073022271543805,0.0109355616685949,0.0064153357259592,7588.348004253904,2399.039805273496,1188.3211114249598,844.554372741666,1473.474183283953,150.16713283314516,88.09539018887173,226.77253098859896,11178.212734849963
164199,0.0,4826.0,22186.0,16.949048143069565,259.0895297871621,0.464627000148322,0.1465494204647465,0.0303849626533098,0.1695361624505217,0.1714588197455566,0.0090671616191315,0.0083764729184117,10308.214625290671,3251.345442430866,674.1207814263312,3761.329300127274,3803.9853748749188,201.16404768205146,185.84042816788198,259.0895297871621,13806.232695496965
550475,-16.0,4890.0,15850.0,12.760737603135162,169.61253846793838,0.5048425882253962,0.1479787654296266,0.0871090835285493,0.1542502543783264,0.0916071033708493,0.0041153548767614,0.0100968501904903,8001.75502337253,2345.4634320595815,1380.6789739275064,2444.8665318964736,1451.9725884279615,65.22837479666819,160.03507551927126,169.61253846793838,9689.915627255148
217067,-13.0,4782.0,15010.0,19.32300764725363,101.00349432838934,0.3502441301252709,0.1484274376475213,0.0744319612600289,0.2034496179747406,0.2064680057574626,0.0057769977145302,0.0112018495204453,5257.164393180316,2227.895839089295,1117.2237385130338,3053.7787658008565,3099.0847664195135,86.7127356950983,168.13976130188394,101.00349432838934,5518.737439047978
9199,2.0,4510.0,20222.0,22.61962474882932,184.93082047302505,0.367841306509909,0.0634124611437971,0.0576739617403823,0.2215279856853292,0.2625442152692577,0.0163760827141181,0.0106239869372064,7438.48690024338,1282.326789249865,1166.2828543140108,4479.738926528727,5309.169121174929,331.1571446448963,214.83826384418782,184.93082047302505,8646.66623137208
440374,-12.0,3980.0,20299.0,21.555038151573548,211.41169747938463,0.3749739230811386,0.1643492983706822,0.0947724284998992,0.1985771999467002,0.1540981599990762,0.0043166081014819,0.0089123820010214,7611.595664624032,3336.1264076264783,1923.7855261194538,4030.9185817180673,3128.0385498212477,87.62282785198109,180.9124422387334,211.41169747938463,9435.182216177438
482980,2.0,3759.0,29341.0,18.147140730730914,517.5080754897974,0.5091067394971863,0.0518257203491111,0.1135525310521507,0.1011494514689759,0.2063794342611629,0.008829069530041,0.0091570538413719,14937.700843586945,1520.6184607632688,3331.7448136011535,2967.826055551222,6055.37898065678,259.053729080933,268.6771167596929,517.5080754897974,19825.12784094871
513621,10.0,3644.0,24158.0,15.812224564992626,416.2624269225176,0.4509569534843713,0.0455392340041836,0.1394405089865034,0.2876409878540277,0.0507009645066902,0.0108743270922498,0.0148470240719737,10894.218082275442,1100.1368150730675,3368.6038160959492,6948.830984577601,1224.8339005526218,262.70199389457065,358.67440753074067,416.2624269225176,16083.907982694642
225531,-3.0,4122.0,7798.000000000001,4.318403797563077,128.80677833463926,0.5426119559786639,0.0912999107558834,0.0723486277904727,0.1244622488399351,0.1596141382751847,0.0043534961635394,0.0053096221963207,4231.288032721621,711.9567040743788,564.1745995101062,970.5566164538141,1244.6710502698904,33.94856308328025,41.404433886908826,128.80677833463926,5570.166838170857
139493,-10.0,3963.0,23768.0,10.449370008272345,431.13516300538055,0.5813759853434243,0.114926476602742,0.114676729184959,0.0342370875988427,0.1306198798913869,0.0100905976459033,0.0140732437327416,13818.144419642507,2731.572495893972,2725.6364992681056,813.7470980492932,3104.5733052584837,239.83332484782963,334.49285703980235,431.13516300538055,18353.72403388363
13524,-12.0,4129.0,6874.0,6.339890284216828,80.56628958499563,0.4359372435515611,0.1201376352948898,0.0996959814530981,0.2833744011867801,0.036643264061354,0.0121715922606977,0.0120398821916188,2996.632612173431,825.8261050170725,685.3101765085963,1947.9156337579263,251.8857971577474,83.66752520003598,82.76215018518764,80.56628958499563,3676.98389397739
372307,10.0,4216.0,27152.0,12.86589966643256,483.4140030705633,0.5547866636046184,0.054562361731045,0.0704262705038561,0.046263467987833,0.2484321364663664,0.0141520816243811,0.0113770180818997,15063.567490192598,1481.4772457213337,1912.2140967207006,1256.1456828056416,6745.42936933478,384.25732026519563,308.90879495974065,483.4140030705633,20455.31364606838
271157,-15.0,4327.0,15441.0,14.223414625027427,177.56624595827887,0.4822056109519777,0.0335619310289965,0.0503478808908726,0.1693888965382705,0.2377380387843184,0.0081796232077184,0.0185780185978457,7445.736838709488,518.229777018735,777.4216288359638,2615.533951447435,3670.9130568686605,126.30156195037982,286.86318516933545,177.56624595827887,7865.221776128901
397346,-2.0,4433.0,9624.0,2.9477244107382434,174.41898474077115,0.6382473129793464,0.063460714034459,0.085796682904967,0.1387657857484191,0.0427536022916962,0.017884037755565,0.0130918642855472,6142.492140113231,610.7459118676335,825.7072762774025,1335.4819220427855,411.4606684552842,172.11597935955757,125.99610188410625,174.41898474077115,8110.710209799303
269031,-10.0,3802.0,29294.0,19.577442380828234,462.6557699766492,0.4846560690248638,0.1648811824996576,0.0375059857642156,0.1863073202391737,0.1170028877220519,0.0036578350494571,0.00598871970058,14197.51488601436,4830.02936014497,1098.7003469769318,5457.686639086354,3427.4825929297886,107.15261993879629,175.43355490879054,462.6557699766492,19214.559101990188
210004,-22.0,4384.0,17503.0,15.315656943677538,193.1616200429527,0.4743444264208507,0.1910174158366881,0.0720968581665963,0.0411654971930896,0.2043070596590215,0.0085122777512201,0.0085564649725337,8302.450495644149,3343.377829389552,1261.9113084899352,720.5196973706473,3575.986465211853,148.9903974796054,149.76380641425735,193.1616200429528,9905.81865412361
27964,-12.0,4382.0,28297.0,31.12371365506461,259.56430020103403,0.3867037756913554,0.1409998735498473,0.0650558381785848,0.2331054737588429,0.1596688322517101,0.0062622635143948,0.0082039430552644,10942.556740738284,3989.873421840029,1840.8850529394142,6596.185590953978,4518.148946226641,177.20327066682964,232.14697663481675,259.56430020103403,12678.606701029365
193139,-18.0,3955.0,15011.0,7.142291673638632,259.3741703215535,0.5866589294100282,0.1431588925298183,0.071664614102646,0.0892933308118562,0.0930965339314471,0.0118386332372976,0.0042890659769067,8806.337189373933,2148.9581357651027,1075.7575222948192,1340.3821888167734,1397.4720708449524,177.70972352507425,64.38316937934648,259.3741703215535,11337.36408403509
77861,5.0,4425.0,10433.0,9.163955797573765,122.1114531168338,0.4096067086717111,0.1202000162501331,0.076344652292305,0.1391139299559279,0.2318619941794863,0.0127641573144719,0.0101085413359644,4273.426791571962,1254.0467695376387,796.5037573656181,1451.3756312301957,2419.0161852745805,133.16845326188533,105.46241175811659,122.1114531168338,5831.84213702201
315843,-10.0,4114.0,9552.0,4.208116938026893,163.80834909781592,0.5731524036151852,0.1370108212777825,0.064391386730243,0.1799006681445529,0.0308494987607074,0.0032876131774774,0.0114076082940515,5474.751759332248,1308.7273648453784,615.0665260472812,1718.4111821167694,294.67441216227706,31.403281071264125,108.96547442477993,163.80834909781592,7422.467545392194
304363,-7.0,4022.0,24592.0,9.727205046579304,470.41641299634017,0.6342835562845119,0.0198391208294199,0.1129842526000295,0.1977207828798081,0.0109449077171554,0.0122129970356768,0.0120143826533978,15598.301216148717,487.88365943709414,2778.508739939926,4862.349492580241,269.1571705802856,300.34202310136385,295.4576982123587,470.41641299634017,19532.37627106158
595301,-12.0,3879.0,12437.0,13.035400670115717,138.41685388375342,0.4039860157490927,0.0561875763475055,0.0429135703558074,0.2214975907095688,0.2510724289850625,0.010684064294431,0.0136587535585319,5024.374077871466,698.8048870339259,533.7160745151766,2754.765535654907,3122.587799287222,132.87770762983834,169.87391800746124,138.41685388375342,5456.358383435964
360121,-7.0,4752.0,13203.0,6.972299983804697,183.98154484247416,0.5525576295199738,0.1560517968044034,0.0282537175582005,0.1263088670881889,0.1098854565971579,0.0135929761979754,0.0133495562340997,7295.418382552214,2060.351873208538,373.0338329209212,1667.655972165358,1450.8176834522758,179.4680647418692,176.25419095881833,183.98154484247416,9713.874015504442
307461,1.0,4774.0,24070.0,26.31657015032676,214.2540575154348,0.3846769585438983,0.074559635925675,0.0848680012912911,0.2000030655276667,0.2448674433363947,0.0065748286112033,0.0044500667638708,9259.174392151632,1794.6504367309972,2042.772791081377,4814.073787250937,5893.95936110702,158.25612467166343,107.11310700637016,214.2540575154348,10911.892991953551
87439,-10.0,3734.0,14714.000000000002,6.838009047670999,283.14461359605724,0.5763020116427164,0.1174107771960892,0.0417742653653431,0.1565023612083584,0.0763573679207118,0.0135284182043281,0.0181247984624527,8479.70779931093,1727.5821756632565,614.6665405856585,2302.7757428197856,1123.5223115853535,199.0571454584837,266.68828457652904,283.14461359605724,11092.515689951091
465951,-13.0,4179.0,10652.0,10.11421000988693,123.35223325660358,0.4570277735351758,0.0474212882673203,0.0618384562397449,0.135122197745119,0.2806615946782552,0.0115930592726594,0.0063356302617249,4868.259843696693,505.1315626234958,658.7032358657626,1439.3216503810074,2989.6073065127744,123.48926737236792,67.48713354789363,123.35223325660358,5278.858171453042
279318,-18.0,4463.0,27591.0,21.00700705362421,330.98160759642457,0.4955251849767743,0.1916320134254582,0.046328667435965,0.1883578199165674,0.0553783307189282,0.0133167592797112,0.0094612242465954,13672.03537869418,5287.318882421817,1278.2542632257102,5196.9806093180105,1527.943522865948,367.4227052865117,261.0446381878137,330.9816075964247,17296.563066114857
236107,-16.0,3580.0,5453.0,5.474426763122806,65.97263131051938,0.3804072817213242,0.1865097354555552,0.111327395290212,0.1132774220498786,0.1976073796809041,0.0065310116943899,0.0043397741077357,2074.3609072263807,1017.0375874391424,607.0682865175261,617.7017824379881,1077.5530413999702,35.613606769508124,23.664788209482772,65.97263131051938,2653.722189461417
159917,-19.0,4115.0,8938.0,7.825664337921675,106.84753596765756,0.4595300579915005,0.1647680441207155,0.1186810333136421,0.0959520410060912,0.1456440177944049,0.006646818605129,0.0087779871685165,4107.2796583280315,1472.6967783509551,1060.7710757573332,857.6193425124432,1301.7662310463909,59.409264692643006,78.45764931220047,106.84753596765756,5027.723882058683
397653,-13.0,4113.0,26107.0,25.343182105224376,292.29859988090146,0.4213369357455386,0.1309893669386433,0.071513316364577,0.1580217039992259,0.2095750248780681,0.0050672304682578,0.0034964216056893,10999.843381508776,3419.7394026671604,1866.9981503300119,4125.472626307791,5471.375174491724,132.2901858348064,91.28107885973056,292.2985998809015,13125.63893059768
157153,0.0,4060.0,29581.0,14.12690150207484,504.5679733245608,0.5102178714176866,0.1768801487791156,0.0442578307368616,0.1106966635204972,0.1477573897806418,0.0048340199673402,0.0053560757978568,15092.754854406587,5232.291681035018,1309.190891027103,3274.518003599828,4370.811347101165,142.99514465389046,158.438078176402,504.5679733245608,22415.33093089654
252904,-10.0,4877.0,12619.0,16.402608062239786,81.35521696972334,0.3389859530496283,0.1308149665070151,0.0191943290967602,0.1987650161090635,0.2864466538273282,0.0130057625999909,0.0127873188102134,4277.66374153326,1650.7540623520235,242.21323887201697,2508.2157382802725,3614.6703246470547,164.11971824928517,161.3631760660829,81.35521696972334,4391.923267102726
46607,-1.0,4510.0,28748.0,25.074674110114696,319.9231147315683,0.4075317340300549,0.1792884168596801,0.102554845402069,0.1451510530816007,0.1472580616829219,0.0148737862462627,0.0033421026974105,11715.722289896017,5154.183407882084,2948.2466956186795,4172.802473989857,4233.374757260639,427.59160700756007,96.07876834515706,319.9231147315684,16575.271971751212
537442,0.0,4409.0,20198.0,19.71472164136001,219.83997433255325,0.4173504632342024,0.0434427342819878,0.1362493742935921,0.2817312764162701,0.0945265153869091,0.0111312744032843,0.0155683619837539,8429.64465640442,877.4563470275896,2751.964861981973,5690.408321055824,1909.24655778479,224.8294803975363,314.4497753478613,219.83997433255325,10257.248011176736
234184,10.0,3598.0,13745.0,4.953083562802951,281.63327152508856,0.4786388574438242,0.158290121676707,0.1120685333268538,0.1459533439809468,0.0803695341592934,0.0144906282553746,0.010188981157,6578.891095565364,2175.6977224463376,1540.3819905776056,2006.1287130181138,1104.6792470194878,199.17368537012388,140.047546002965,281.63327152508856,11232.125521780215
581704,-12.0,4270.0,22959.0,14.106243356803123,335.88153262398487,0.5322039041775222,0.1440600791434018,0.0768070699313858,0.0390423253425058,0.1879943409678318,0.0125003401972919,0.0073919402400606,12218.869436011732,3307.4753570533617,1763.4135185546863,896.3727475385906,4316.16207428045,286.99531058962475,169.71155597155132,335.88153262398487,15750.82845558072
109391,-23.0,4440.0,11215.0,13.689177216909629,85.0780854194488,0.3805424686137332,0.1698163557058483,0.0468377561980795,0.1499928117410357,0.2440358869976845,0.0053817885932489,0.0033929321503698,4267.7837855030175,1904.4904292410886,525.2854357614616,1682.1693836757154,2736.8624726790317,60.35675907328641,38.05173406639731,85.0780854194488,4367.002229539682
490736,9.0,3801.0,5781.0,4.449858205395585,88.37812753062101,0.4272784920132399,0.0830336031945706,0.0669113317191821,0.1628058611108129,0.2326615170839656,0.0145471696126094,0.0127620252656191,2470.09696232854,480.0172600678126,386.8144086685917,941.1806830816095,1345.016230262405,84.09718753049494,73.77726806054402,88.37812753062101,3469.9973826434216
328506,-23.0,4566.0,16127.000000000002,12.799875781248536,184.25627030809488,0.5191582691433556,0.1582526001008258,0.0331448467392848,0.0370517597227813,0.2363727434927397,0.0065641564371634,0.0094556243638492,8372.465406474897,2552.139681826018,534.526943364446,597.533729049294,3811.9832343074136,105.86015086213416,152.49085411579605,184.25627030809488,9644.300401544517
122371,6.0,3986.0,10442.0,2.8774031030697755,205.62846026509263,0.5436068766647735,0.1478874646745791,0.0980731371969785,0.1119397474854393,0.0848105634407189,0.004209042813009,0.0094731677245017,5676.343006133565,1544.2409061319552,1024.0796986108494,1168.8748432429572,885.5919034479867,43.95082505343998,98.91881737924675,205.62846026509263,8994.242882668086
